,question_id,sql_gold,sql_pred,execution_accuracy,used_metadata
1033,1046,SELECT DISTINCT t2.buildUpPlayPositioningClass FROM Team AS t1 INNER JOIN Team_attributes AS t2 ON t1.team_fifa_api_id = t2.team_fifa_api_id WHERE t1.team_long_name = 'ADO Den Haag',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1034,1047,"SELECT t2.heading_accuracy FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'Francois Affolter' AND SUBSTR(t2.`date`, 1, 10) = '2014-09-18'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1035,1048,"SELECT t2.overall_rating FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'Gabriel Tamas' AND SUBSTR(t2.`date`, 1, 4) = '2011'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1036,1049,SELECT COUNT(t2.id) FROM League AS t1 INNER JOIN Match AS t2 ON t1.id = t2.league_id WHERE t2.season = '2015/2016' AND t1.name = 'Scotland Premier League',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1037,1050,SELECT t2.preferred_foot FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id ORDER BY t1.birthday DESC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1038,1051,SELECT DISTINCT(t1.player_name) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.potential = (SELECT MAX(potential) FROM Player_Attributes) ,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1039,1052,SELECT COUNT(DISTINCT t1.id) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.weight < 130 AND t2.preferred_foot = 'left',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1040,1053,SELECT DISTINCT t1.team_short_name FROM Team AS t1 INNER JOIN Team_attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.chanceCreationPassingClass = 'Risky',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1041,1054,SELECT DISTINCT t2.defensive_work_rate FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'David Wilson',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1042,1055,SELECT t1.birthday FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id ORDER BY t2.overall_rating DESC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1043,1056,SELECT t2.name FROM Country AS t1 INNER JOIN League AS t2 ON t1.id = t2.country_id WHERE t1.name = 'Netherlands',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1044,1057,SELECT CAST(SUM(t2.home_team_goal) AS REAL) / COUNT(t2.id) FROM Country AS t1 INNER JOIN Match AS t2 ON t1.id = t2.country_id WHERE t1.name = 'Poland' AND t2.season = '2010/2011',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1045,1058,"SELECT A FROM ( SELECT AVG(finishing) result, 'Max' A FROM Player AS T1 INNER JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T1.height = ( SELECT MAX(height) FROM Player ) UNION SELECT AVG(finishing) result, 'Min' A FROM Player AS T1 INNER JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T1.height = ( SELECT MIN(height) FROM Player ) ) ORDER BY result DESC LIMIT 1","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1046,1059,SELECT player_name FROM Player WHERE height > 180,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1047,1060,"SELECT COUNT(id) FROM Player WHERE STRFTIME('%Y', birthday) > '1990'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1048,1061,SELECT COUNT(id) FROM Player WHERE weight > 170 AND player_name LIKE 'Adam%',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1049,1062,"SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.overall_rating > 80 AND SUBSTR(t2.`date`, 1, 4) BETWEEN '2008' AND '2010'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1050,1063,SELECT t2.potential FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'Aaron Doran',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1051,1064,"SELECT DISTINCT t1.id, t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.preferred_foot = 'left'","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1052,1065,SELECT DISTINCT t1.team_long_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlaySpeedClass = 'Fast',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
