,question_id,sql_gold_with,sql_pred_with,sql_pred_without,execution_accuracy_with,execution_accuracy_without,db_id,question,SQL
69,878,"SELECT T2.forename, T2.surname FROM lapTimes AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 348 ORDER BY T1.time ASC LIMIT 1","SELECT d.forename, d.surname 
FROM lapTimes lt
JOIN drivers d ON lt.driverId = d.driverId
WHERE lt.raceId = 348
ORDER BY lt.milliseconds ASC
LIMIT 1;","SELECT d.forename || ' ' || d.surname AS full_name
FROM lapTimes lt
JOIN drivers d ON lt.driverId = d.driverId
WHERE lt.raceId = 348
ORDER BY lt.milliseconds
LIMIT 1;",1,0,formula_1,Who was the driver that got the best lap time in the race No. 348? Give his full name.,"SELECT T2.forename, T2.surname FROM lapTimes AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 348 ORDER BY T1.time ASC LIMIT 1"
70,892,"SELECT T3.forename, T3.surname, T2.points FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId ORDER BY T2.points DESC LIMIT 1","SELECT d.forename, d.surname, ds.points
FROM drivers d
JOIN driverStandings ds ON d.driverId = ds.driverId
ORDER BY ds.points DESC
LIMIT 1;","SELECT forename, surname, total_points
FROM drivers
JOIN (
    SELECT driverId, SUM(points) AS total_points
    FROM driverStandings
    GROUP BY driverId
    ORDER BY total_points DESC
    LIMIT 1
) AS max_points ON drivers.driverId = max_points.driverId",1,0,formula_1,State the driver with the most points scored. Find his full name with that points.,"SELECT T3.forename, T3.surname, T2.points FROM races AS T1 INNER JOIN driverStandings AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId ORDER BY T2.points DESC LIMIT 1"
71,899,"SELECT DISTINCT T1.name FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE STRFTIME('%Y', T2.date) BETWEEN '1990' AND '2000' GROUP BY T1.name HAVING COUNT(T2.raceId) = 4","SELECT circuits.name
FROM circuits
JOIN races ON circuits.circuitId = races.circuitId
WHERE races.year BETWEEN 1990 AND 2000
GROUP BY circuits.name
HAVING COUNT(races.raceId) = 4;","SELECT circuits.name, COUNT(*) as race_count
FROM circuits
JOIN races ON circuits.circuitId = races.circuitId
WHERE races.year BETWEEN 1990 AND 2000
GROUP BY circuits.circuitId
HAVING race_count = 4;",1,0,formula_1,List circuits which host 4 f1 races from year 1990 to 2000.,"SELECT DISTINCT T1.name FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE STRFTIME('%Y', T2.date) BETWEEN '1990' AND '2000' GROUP BY T1.name HAVING COUNT(T2.raceId) = 4"
72,909,SELECT CAST(COUNT(CASE WHEN T1.country = 'Germany' THEN T2.circuitID END) AS REAL) * 100 / COUNT(T2.circuitId) FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'European Grand Prix',"SELECT
    (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM races WHERE name LIKE '%European Grand Prix%')) AS percentage
FROM
    races
JOIN
    circuits ON races.circuitId = circuits.circuitId
WHERE
    races.name LIKE '%European Grand Prix%'
    AND circuits.country = 'Germany';","SELECT 
    (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM races r
        JOIN circuits c ON r.circuitId = c.circuitId
        WHERE c.name LIKE '%Grand Prix')) AS percentage
FROM 
    races r
JOIN 
    circuits c ON r.circuitId = c.circuitId
WHERE 
    c.name LIKE '%European Grand Prix' AND c.country = 'Germany';",1,0,formula_1,"Among all European Grand Prix races, what is the percentage of the races were hosted in Germany?",SELECT CAST(COUNT(CASE WHEN T1.country = 'Germany' THEN T2.circuitID END) AS REAL) * 100 / COUNT(T2.circuitId) FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'European Grand Prix'
73,913,SELECT country FROM circuits ORDER BY alt DESC LIMIT 1,SELECT country FROM circuits ORDER BY alt DESC LIMIT 1;,SELECT country FROM circuits WHERE alt = (SELECT MAX(alt) FROM circuits),1,0,formula_1,In which country can I find the circuit with the highest altitude?,SELECT country FROM circuits ORDER BY alt DESC LIMIT 1
74,926,SELECT T2.fastestLapTime FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T1.forename = 'Lewis' AND T1.surname = 'Hamilton' AND T2.fastestLapTime IS NOT NULL ORDER BY T2.fastestLapTime ASC LIMIT 1,"SELECT MIN(fastestLapTime) AS fastest_lap_time
FROM results
JOIN drivers ON results.driverId = drivers.driverId
WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton';","SELECT MIN(milliseconds) 
FROM lapTimes
JOIN drivers ON lapTimes.driverId = drivers.driverId
WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton';",1,0,formula_1,What's the fastest lap time ever in a race for Lewis Hamilton?,SELECT T2.fastestLapTime FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T1.forename = 'Lewis' AND T1.surname = 'Hamilton' AND T2.fastestLapTime IS NOT NULL ORDER BY T2.fastestLapTime ASC LIMIT 1
75,927,"SELECT T1.forename, T1.surname FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.fastestLapTime IS NOT NULL ORDER BY T2.fastestLapSpeed DESC LIMIT 1","SELECT d.forename, d.surname
FROM results r
JOIN drivers d ON r.driverId = d.driverId
ORDER BY r.fastestLapSpeed DESC
LIMIT 1;","SELECT d.forename, d.surname
FROM results r
JOIN drivers d ON r.driverId = d.driverId
ORDER BY CAST(r.fastestLapSpeed AS REAL) DESC
LIMIT 1;",1,0,formula_1,Which driver created the fastest lap speed in a Formula_1 race? Please give both his forename and surname.,"SELECT T1.forename, T1.surname FROM drivers AS T1 INNER JOIN results AS T2 ON T2.driverId = T1.driverId WHERE T2.fastestLapTime IS NOT NULL ORDER BY T2.fastestLapSpeed DESC LIMIT 1"
76,946,"SELECT lat, lng FROM circuits WHERE country = 'USA'","SELECT lat, lng FROM circuits WHERE country = ""USA"";","SELECT lat, lng FROM circuits WHERE country = 'US';",1,0,formula_1,Please list the location coordinates of the US circuits.,"SELECT lat, lng FROM circuits WHERE country = 'USA'"
77,990,"SELECT T3.constructorRef, T3.url FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN constructors AS T3 on T1.constructorId = T3.constructorId WHERE T2.name = 'Singapore Grand Prix' AND T2.year = 2009 AND T1.time LIKE '_:%:__.___'","SELECT constructors.constructorRef, constructors.url
FROM races
JOIN results ON races.raceId = results.raceId
JOIN constructors ON results.constructorId = constructors.constructorId
WHERE races.year = 2009 AND races.name = 'Singapore Grand Prix' AND results.position = 1;","SELECT constructors.constructorRef, constructors.url
FROM constructors
JOIN constructorStandings ON constructors.constructorId = constructorStandings.constructorId
JOIN races ON constructorStandings.raceId = races.raceId
WHERE races.year = 2009 AND races.name = 'Singapore Grand Prix' AND constructorStandings.position = 1",1,0,formula_1,What is the constructor reference name of the champion in the 2009 Singapore Grand Prix? Please give its website.,"SELECT T3.constructorRef, T3.url FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN constructors AS T3 on T1.constructorId = T3.constructorId WHERE T2.name = 'Singapore Grand Prix' AND T2.year = 2009 AND T1.time LIKE '_:%:__.___'"
78,1000,SELECT T1.location FROM circuits AS T1 INNER JOIN races AS T2 ON T1.circuitId = T2.circuitId ORDER BY T2.date DESC LIMIT 1,"SELECT circuits.location
FROM races
JOIN circuits ON races.circuitId = circuits.circuitId
ORDER BY races.date DESC, races.time DESC
LIMIT 1;","SELECT circuits.location, circuits.name
FROM races
JOIN circuits ON races.circuitId = circuits.circuitId
ORDER BY races.date DESC, races.time DESC
LIMIT 1;",1,0,formula_1,Which racetrack hosted the most recent race? Indicate the full location.,SELECT T1.location FROM circuits AS T1 INNER JOIN races AS T2 ON T1.circuitId = T2.circuitId ORDER BY T2.date DESC LIMIT 1
79,1039,SELECT CAST(SUM(t2.long_shots) AS REAL) / COUNT(t2.`date`) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'Ahmed Samir Farag',"SELECT AVG(PA.long_shots) 
FROM Player_Attributes PA
JOIN Player P ON PA.player_api_id = P.player_api_id
WHERE P.player_name = 'Ahmed Samir Farag';","```sql
SELECT AVG(long_shots)
FROM Player_Attributes
JOIN Player ON Player.player_api_id = Player_Attributes.player_api_id
WHERE Player.player_name = 'Ahmed Samir Farag'
```",1,0,european_football_2,Find the average number of long-shot done by Ahmed Samir Farag.,SELECT CAST(SUM(t2.long_shots) AS REAL) / COUNT(t2.`date`) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name = 'Ahmed Samir Farag'
80,1062,"SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.overall_rating > 80 AND SUBSTR(t2.`date`, 1, 4) BETWEEN '2008' AND '2010'","SELECT DISTINCT p.player_name
FROM Player p
JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id
WHERE pa.overall_rating > 80 
AND pa.date BETWEEN '2008-01-01' AND '2010-12-31';","SELECT p.player_name
FROM Player p
JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id
WHERE pa.overall_rating > 80 AND pa.date BETWEEN '2008-01-01' AND '2010-12-31';",1,0,european_football_2,Which players had an overall rating of over 80 from 2008 to 2010? Please list player names.,"SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.overall_rating > 80 AND SUBSTR(t2.`date`, 1, 4) BETWEEN '2008' AND '2010'"
81,1075,SELECT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.potential = '61' ORDER BY t2.balance DESC LIMIT 1,"SELECT player_name 
FROM Player 
JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id 
WHERE Player_Attributes.potential = 61 
ORDER BY Player_Attributes.balance DESC 
LIMIT 1;","SELECT P.player_name
FROM Player P
JOIN Player_Attributes PA ON P.player_api_id = PA.player_api_id
WHERE PA.balance = (SELECT MAX(balance) FROM Player_Attributes WHERE potential = 61)
  AND PA.potential = 61;",1,0,european_football_2,List all the football player with the highest balance score and potential score of 61.,SELECT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.potential = '61' ORDER BY t2.balance DESC LIMIT 1
82,1080,SELECT COUNT(player_api_id) FROM Player_Attributes WHERE preferred_foot = 'left' AND attacking_work_rate = 'low',"SELECT COUNT(*) 
FROM Player_Attributes 
WHERE preferred_foot = 'left' 
AND attacking_work_rate = 'low';","SELECT COUNT(*) 
FROM Player_Attributes 
WHERE preferred_foot = 'left' 
AND attacking_work_rate = 'stay'",1,0,european_football_2,"Among the players whose preferred foot was the left foot when attacking, how many of them would remain in his position when the team attacked?",SELECT COUNT(player_api_id) FROM Player_Attributes WHERE preferred_foot = 'left' AND attacking_work_rate = 'low'
83,1085,"SELECT t1.player_name, t2.crossing FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name IN ('Alexis', 'Ariel Borysiuk', 'Arouna Kone') ORDER BY t2.crossing DESC LIMIT 1","SELECT player_name, crossing
FROM Player_Attributes
JOIN Player ON Player.player_api_id = Player_Attributes.player_api_id
WHERE player_name IN ('Alexis', 'Ariel Borysiuk', 'Arouna Kone')
ORDER BY crossing DESC
LIMIT 1;","SELECT p.player_name, pa.crossing
FROM Player p
INNER JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id
WHERE p.player_name IN ('Alexis', 'Ariel Borysiuk', 'Arouna Kone')
ORDER BY pa.crossing DESC;",1,0,european_football_2,"Which of these players performs the best in crossing actions, Alexis, Ariel Borysiuk or Arouna Kone?","SELECT t1.player_name, t2.crossing FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t1.player_name IN ('Alexis', 'Ariel Borysiuk', 'Arouna Kone') ORDER BY t2.crossing DESC LIMIT 1"
84,1118,SELECT player_name FROM Player WHERE CAST((JULIANDAY('now') - JULIANDAY(birthday)) AS REAL) / 365 >= 35,"SELECT player_name
FROM Player
WHERE (julianday('now') - julianday(birthday)) / 365 >= 35;","SELECT player_name 
FROM Player 
WHERE strftime('%Y', 'now') - strftime('%Y', birthday) >= 35;",1,0,european_football_2,List down the name of players who are 35 years old and above.,SELECT player_name FROM Player WHERE CAST((JULIANDAY('now') - JULIANDAY(birthday)) AS REAL) / 365 >= 35
85,1123,SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id ORDER BY t2.potential DESC LIMIT 1,"SELECT player_name
FROM Player
WHERE player_api_id = (
    SELECT player_api_id
    FROM Player_Attributes
    ORDER BY potential DESC
    LIMIT 1
);","SELECT player_name 
FROM Player 
JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id 
WHERE potential = (SELECT MAX(potential) FROM Player_Attributes)",1,0,european_football_2,What is the name of players with the highest potential?,SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id ORDER BY t2.potential DESC LIMIT 1
86,1134,SELECT SUM(CASE WHEN t1.id = 6 THEN t1.jumping ELSE 0 END) - SUM(CASE WHEN t1.id = 23 THEN t1.jumping ELSE 0 END) FROM Player_Attributes AS t1,"SELECT ABS(
    (SELECT jumping FROM Player_Attributes WHERE id = 6) -
    (SELECT jumping FROM Player_Attributes WHERE id = 23)
) AS jumping_difference;","SELECT
    (SELECT jumping FROM Player_Attributes WHERE player_api_id = 6 ORDER BY date DESC LIMIT 1) - 
    (SELECT jumping FROM Player_Attributes WHERE player_api_id = 23 ORDER BY date DESC LIMIT 1) AS jumping_difference;",1,0,european_football_2,What is the difference between players 6 and 23's jumping scores?,SELECT SUM(CASE WHEN t1.id = 6 THEN t1.jumping ELSE 0 END) - SUM(CASE WHEN t1.id = 23 THEN t1.jumping ELSE 0 END) FROM Player_Attributes AS t1
87,1151,"SELECT CAST(SUM(CASE WHEN Admission = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Patient WHERE STRFTIME('%Y', Birthday) BETWEEN '1930' AND '1940'","SELECT 
    (COUNT(CASE WHEN Admission = '+' THEN 1 END) * 100.0 / COUNT(*)) AS Percentage_Inpatient
FROM 
    Patient
WHERE 
    strftime('%Y', Birthday) BETWEEN '1930' AND '1940';","SELECT (SUM(CASE WHEN Admission = 'inpatient' THEN 1 ELSE 0 END) * 100.0 / COUNT(*)) AS inpatient_percentage
FROM Patient
WHERE strftime('%Y', Birthday) BETWEEN '1930' AND '1940'",1,0,thrombosis_prediction,"For patient born between Year 1930 to 1940, how many percent of them were inpatient?","SELECT CAST(SUM(CASE WHEN Admission = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Patient WHERE STRFTIME('%Y', Birthday) BETWEEN '1930' AND '1940'"
88,1153,"SELECT T1.Diagnosis, T2.Date FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID = 30609","SELECT Diagnosis, Date
FROM Patient
JOIN Laboratory ON Patient.ID = Laboratory.ID
WHERE Patient.ID = 30609;","SELECT Diagnosis
FROM Patient
WHERE ID = 30609;

SELECT Date
FROM Laboratory
WHERE ID = 30609;",1,0,thrombosis_prediction,What is the disease patient '30609' diagnosed with. List all the date of laboratory tests done for this patient.,"SELECT T1.Diagnosis, T2.Date FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID = 30609"
89,1161,"SELECT AVG(T2.`aCL IgG`) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50 AND T1.Admission = '+'","SELECT AVG(E.`aCL IgG`)
FROM Examination E
JOIN Patient P ON E.ID = P.ID
WHERE P.Admission = '+'
AND (strftime('%Y', 'now') - strftime('%Y', P.Birthday)) >= 50;","SELECT AVG(`aCL IgG`) AS avg_acl_igg_concentration
FROM Examination ex
JOIN Patient pt ON ex.ID = pt.ID
WHERE (strftime('%Y', 'now') - strftime('%Y', pt.Birthday)) >= 50
AND pt.Admission = 'in-patient'",1,0,thrombosis_prediction,"For in-patient age 50 and above, what is their average anti-cardiolipin antibody (IgG) concentration?","SELECT AVG(T2.`aCL IgG`) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50 AND T1.Admission = '+'"
90,1163,"SELECT MIN(STRFTIME('%Y', `First Date`) - STRFTIME('%Y', Birthday)) FROM Patient","SELECT MIN(STRFTIME('%Y', ""First Date"") - STRFTIME('%Y', Birthday)) AS Age 
FROM Patient;","SELECT MIN(DATEDIFF(`First Date`, Birthday)) / 365 AS age_of_youngest_patient FROM Patient",1,0,thrombosis_prediction,What was the age of the youngest patient when they initially arrived at the hospital?,"SELECT MIN(STRFTIME('%Y', `First Date`) - STRFTIME('%Y', Birthday)) FROM Patient"
91,1193,"SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.`ANA Pattern` != 'P' AND STRFTIME('%Y', T1.Birthday) BETWEEN '1980' AND '1989' AND T1.SEX = 'F'","SELECT COUNT(*)
FROM Patient p
JOIN Examination e ON p.ID = e.ID
WHERE p.SEX = 'F'
  AND p.Birthday BETWEEN '1980-01-01' AND '1989-12-31'
  AND e.`ANA Pattern` <> 'P';","SELECT COUNT(Patient.ID)
FROM Patient
JOIN Examination ON Patient.ID = Examination.ID
WHERE Examination.`ANA Pattern` <> 'P'
  AND Patient.SEX = 'Female'
  AND Patient.Birthday BETWEEN '1980-01-01' AND '1989-12-31'",1,0,thrombosis_prediction,"Excluding all P only ANA Pattern patients, how many of the remainder are women born between 1980 and 1989?","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.`ANA Pattern` != 'P' AND STRFTIME('%Y', T1.Birthday) BETWEEN '1980' AND '1989' AND T1.SEX = 'F'"
92,1201,"SELECT CAST(SUM(CASE WHEN SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Patient WHERE Diagnosis = 'RA' AND STRFTIME('%Y', Birthday) = '1980'","SELECT 
    (COUNT(CASE WHEN p.SEX = 'F' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_female
FROM 
    Patient p
JOIN 
    Laboratory l ON p.ID = l.ID
WHERE 
    p.Birthday BETWEEN '1980-01-01' AND '1980-12-31' 
    AND l.RA IS NOT NULL;","SELECT 
    (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM Patient WHERE strftime('%Y', Birthday) = '1980' AND Diagnosis = 'RA')) AS percentage
FROM 
    Patient
WHERE 
    strftime('%Y', Birthday) = '1980'
    AND Diagnosis = 'RA'
    AND SEX = 'female';",1,0,thrombosis_prediction,What percentage of patients who were born in 1980 and were diagnosed with RA are women?,"SELECT CAST(SUM(CASE WHEN SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(ID) FROM Patient WHERE Diagnosis = 'RA' AND STRFTIME('%Y', Birthday) = '1980'"
93,1272,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.`First Date` IS NOT NULL AND T2.SSA NOT IN ('negative', '0') ORDER BY T1.`First Date` ASC LIMIT 1","SELECT ID
FROM Laboratory
WHERE SSA IS NOT NULL
ORDER BY `Date`
LIMIT 1;","SELECT ID
FROM Laboratory
WHERE SSA = 'abnormal'
ORDER BY Date ASC
LIMIT 1",1,0,thrombosis_prediction,Which patient is the first patient with an abnormal anti-SSA to come to the hospital? Please give his or her ID.,"SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.`First Date` IS NOT NULL AND T2.SSA NOT IN ('negative', '0') ORDER BY T1.`First Date` ASC LIMIT 1"
94,1321,"SELECT COUNT(T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T3.first_name = 'Sacha' AND T3.last_name = 'Harrison' AND SUBSTR(T1.event_date, 1, 4) = '2019'","SELECT COUNT(*) 
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
JOIN member m ON a.link_to_member = m.member_id
WHERE m.first_name = 'Sacha' 
  AND m.last_name = 'Harrison' 
  AND e.event_date LIKE '2019%';","SELECT COUNT(*) 
FROM attendance a
JOIN member m ON a.link_to_member = m.member_id
JOIN event e ON a.link_to_event = e.event_id
WHERE m.first_name = 'Sacha' 
AND m.last_name = 'Harrison' 
AND e.event_name = 'Student_Club' 
AND e.event_date LIKE '2019%';",1,0,student_club,How many events of the Student_Club did Sacha Harrison attend in 2019?,"SELECT COUNT(T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T3.first_name = 'Sacha' AND T3.last_name = 'Harrison' AND SUBSTR(T1.event_date, 1, 4) = '2019'"
95,1334,"SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T2.state = 'Illinois'","SELECT m.first_name, m.last_name
FROM member m
JOIN zip_code z ON m.zip = z.zip_code
WHERE z.state = 'Illinois';","SELECT first_name || ' ' || last_name AS full_name
FROM member
JOIN zip_code ON member.zip = zip_code.zip_code
WHERE zip_code.state = 'Illinois'",1,0,student_club,List the full name of the Student_Club members that grew up in Illinois state.,"SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T2.state = 'Illinois'"
96,1367,SELECT T2.college FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id GROUP BY T2.major_id ORDER BY COUNT(T2.college) DESC LIMIT 1,"SELECT college
FROM major
JOIN member ON major.major_id = member.link_to_major
GROUP BY college
ORDER BY COUNT(member.member_id) DESC
LIMIT 1;","SELECT m.college
FROM member mb
JOIN major mj ON mb.link_to_major = mj.major_id
GROUP BY m.college
ORDER BY COUNT(mb.member_id) DESC
LIMIT 1;",1,0,student_club,Which college do most of the members go to?,SELECT T2.college FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id GROUP BY T2.major_id ORDER BY COUNT(T2.college) DESC LIMIT 1
97,1384,SELECT T2.amount FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T1.first_name = 'Grant' AND T1.last_name = 'Gilmour',"SELECT SUM(amount) AS total_income
FROM income
JOIN member ON income.link_to_member = member.member_id
WHERE member.first_name = 'Grant' AND member.last_name = 'Gilmour';","SELECT COUNT(*)
FROM income
WHERE link_to_member = (SELECT member_id FROM member WHERE first_name = 'Grant' AND last_name = 'Gilmour')",1,0,student_club,How many income generated by Grant Gilmour?,SELECT T2.amount FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T1.first_name = 'Grant' AND T1.last_name = 'Gilmour'
98,1386,SELECT SUM(T3.cost) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'Yearly Kickoff',"SELECT SUM(cost) AS total_expense
FROM expense
JOIN budget ON expense.link_to_budget = budget.budget_id
JOIN event ON budget.link_to_event = event.event_id
WHERE event.event_name = 'Yearly Kickoff';","```sql
SELECT SUM(cost) AS total_expense
FROM expense
JOIN event ON expense.link_to_event = event.event_id
WHERE event.event_name = 'Yearly Kickoff'
```",1,0,student_club,What is the total expense for the Yearly Kickoff?,SELECT SUM(T3.cost) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'Yearly Kickoff'
99,1387,"SELECT T4.first_name, T4.last_name FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget INNER JOIN member AS T4 ON T3.link_to_member = T4.member_id WHERE T1.event_name = 'Yearly Kickoff'","SELECT m.first_name, m.last_name
FROM member m
JOIN expense e ON m.member_id = e.link_to_member
JOIN budget b ON e.link_to_budget = b.budget_id
JOIN event ev ON b.link_to_event = ev.event_id
WHERE ev.event_name = 'Yearly Kickoff';","SELECT m.first_name, m.last_name
FROM budget b
JOIN event e ON b.link_to_event = e.event_id
JOIN member m ON b.budget_id = e.event_id
WHERE e.event_name = 'Yearly Kickoff';",1,0,student_club,Which student has been entrusted to manage the budget for the Yearly Kickoff?,"SELECT T4.first_name, T4.last_name FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget INNER JOIN member AS T4 ON T3.link_to_member = T4.member_id WHERE T1.event_name = 'Yearly Kickoff'"
100,1434,SELECT zip_code FROM zip_code WHERE type = 'PO Box' AND county = 'San Juan Municipio' AND state = 'Puerto Rico',"SELECT zip_code 
FROM zip_code 
WHERE type = 'PO Box' 
AND county = 'San Juan Municipio' 
AND state = 'Puerto Rico';","SELECT zip_code
FROM zip_code
WHERE type = 'PO BOX' AND county = 'San Juan Municipio' AND state = 'Puerto Rico'",1,0,student_club,What are the zip codes that have post office boxes in the country of the country of San Juan Municipio whose state is Puerto Rico?,SELECT zip_code FROM zip_code WHERE type = 'PO Box' AND county = 'San Juan Municipio' AND state = 'Puerto Rico'
101,1474,SELECT T1.CustomerID FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Currency = 'CZK' AND T2.Date BETWEEN 201101 AND 201112 GROUP BY T1.CustomerID ORDER BY SUM(T2.Consumption) DESC LIMIT 1,"SELECT c.CustomerID
FROM customers c
JOIN yearmonth ym ON c.CustomerID = ym.CustomerID
WHERE c.Currency = 'CZK' AND ym.Date LIKE '2011%'
GROUP BY c.CustomerID
ORDER BY SUM(ym.Consumption) DESC
LIMIT 1;","SELECT c.CustomerID
FROM customers c
JOIN yearmonth ym ON c.CustomerID = ym.CustomerID
WHERE c.Currency = 'CZK' AND strftime('%Y', ym.Date) = '2011'
GROUP BY c.CustomerID
ORDER BY SUM(ym.Consumption) DESC
LIMIT 1;",1,0,debit_card_specializing,"Which customers, paying in CZK, consumed the most gas in 2011?",SELECT T1.CustomerID FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Currency = 'CZK' AND T2.Date BETWEEN 201101 AND 201112 GROUP BY T1.CustomerID ORDER BY SUM(T2.Consumption) DESC LIMIT 1
