database_name,table_name,original_column_name,column_description,data_format,Difficulty,Difficulty E/M/H/VH
thrombosis_prediction,Laboratory,FG,The fibrinogen level observed in the laboratory test.,real,Self-evident,Easy
thrombosis_prediction,Laboratory,PIC,The PIC observed in the laboratory test.,,Self-evident,Easy
thrombosis_prediction,Laboratory,TAT,The turnaround time (TAT) observed in the laboratory test.,,Self-evident,Easy
thrombosis_prediction,Laboratory,TAT2,The TAT2 observed in the laboratory test.,,Self-evident,Easy
thrombosis_prediction,Laboratory,U-PRO,The presence of protein in urine observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,IGG,The IgG level observed in the patient's laboratory test.,integer,Self-evident,Easy
thrombosis_prediction,Laboratory,IGA,The Ig A level observed in the patient's laboratory test.,integer,Self-evident,Easy
thrombosis_prediction,Laboratory,IGM,The IgM level observed in the patient's laboratory test.,integer,Self-evident,Easy
thrombosis_prediction,Laboratory,CRP,C-reactive protein observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,RA,The Rhuematoid Athritis indicator observed in the laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,RF,The Rhuematoid Factor observed in the laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,C3,The level of complement 3 protein in the blood observed in the patient's laboratory test.,integer,Self-evident,Easy
thrombosis_prediction,Laboratory,C4,The level of complement 4 in the blood observed in the patient's laboratory test.,integer,Self-evident,Easy
thrombosis_prediction,Laboratory,RNP,The anti-ribonuclear protein levels observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,SM,The presence of anti-SM antibodies observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,SC170,The presence of anti-scl70 antibodies observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,SSA,The anti-SSA antibody levels observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,SSB,The presence of anti-SSB antibodies observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,CENTROMEA,The presence of anti-centromere antibodies observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,DNA,The anti-DNA levels observed in the patient's laboratory test.,text,Self-evident,Easy
thrombosis_prediction,Laboratory,DNA-II,The anti-DNA level measured in the patient's laboratory tests.,integer,Self-evident,Easy
thrombosis_prediction,Patient,ID,This is the unique identifier for each patient.,integer,Self-evident,Easy
thrombosis_prediction,Patient,SEX,The sex of the patient.,text,Self-evident,Easy
thrombosis_prediction,Patient,Birthday,The date of birth of the patient.,date,Self-evident,Easy
thrombosis_prediction,Patient,Description,The date when the patient's data was last updated.,date,Ambiguity-Prone,Hard
thrombosis_prediction,Patient,First Date,The date when a patient first visited the hospital.,date,Ambiguity-Prone,Hard
thrombosis_prediction,Patient,Admission,Indicates whether the patient was admitted to the hospital (+) or followed at the outpatient clinic (-).,text,Ambiguity-Prone,Hard
thrombosis_prediction,Patient,Diagnosis,The diagnosis of the patient.,text,Self-evident,Easy
toxicology,bond,bond_id,Unique identifier representing bonds within a molecule.,text,Self-evident,Easy
toxicology,bond,molecule_id,Identifies the molecule in which the bond appears.,text,Self-evident,Easy
toxicology,bond,bond_type,The type of bond between atoms.,text,Self-evident,Easy
toxicology,molecule,molecule_id,Unique identifier for each molecule.,text,Self-evident,Easy
toxicology,molecule,label,Indicates whether this molecule is carcinogenic.,text,Domain-Dependent,Very Hard
toxicology,atom,atom_id,The unique identifier for each atom.,text,Self-evident,Easy
toxicology,atom,molecule_id,Identifies the molecule to which the atom belongs.,text,Self-evident,Easy
toxicology,atom,element,The chemical element to which the atom belongs.,text,Self-evident,Easy
toxicology,connected,atom_id,The ID of the first atom in a bond connection.,text,Ambiguity-Prone,Hard
toxicology,connected,atom_id2,The ID of the second atom in a bond connection.,text,Ambiguity-Prone,Hard
toxicology,connected,bond_id,Identifier for the bond between two atoms.,text,Self-evident,Easy
student_club,income,income_id,A unique identifier for each income record.,text,Self-evident,Easy
student_club,income,date_received,The date the income was received.,text,Self-evident,Easy
student_club,income,amount,The amount of funds received.,integer,Self-evident,Easy
student_club,income,source,The source of the income, such as dues or fundraising activities.,text,Context-Aided,Medium
student_club,income,notes,Details about the receipt of funds.,text,Context-Aided,Medium
student_club,income,link_to_member,Reference to the member who is associated with the income.,text,Self-evident,Easy
student_club,budget,budget_id,A unique identifier for each budget entry.,text,Self-evident,Easy
student_club,budget,category,The area for which the budgeted amount is allocated, such as advertisement, food, or parking.,text,Self-evident,Easy
student_club,budget,spent,The total amount spent in the budgeted category for an event.,real,Context-Aided,Medium
student_club,budget,remaining,The remaining budget after expenditures for the specified category and event.,real,Context-Aided,Medium
student_club,budget,amount,The total budgeted amount for the specified category and event.,integer,Self-evident,Easy
student_club,budget,event_status,The status of the event associated with the budget entry.,text,Context-Aided,Medium
student_club,budget,link_to_event,The unique identifier of the event associated with the budget entry.,text,Self-evident,Easy
student_club,attendance,link_to_event,The unique identifier of the event linked to the attendance record.,text,Self-evident,Easy
student_club,attendance,link_to_member,The unique identifier of the member that attended the event.,text,Self-evident,Easy
student_club,event,event_id,A unique identifier for each event.,text,Self-evident,Easy
student_club,event,event_name,The name of the event.,text,Self-evident,Easy
student_club,event,event_date,The date the event took place or is scheduled to take place.,text,Self-evident,Easy
student_club,event,type,The kind of event, such as game, social, election, meeting, or guest speaker.,text,Self-evident,Easy
student_club,event,notes,A free text field for any notes about the event.,text,Self-evident,Easy
student_club,event,location,Address where the event was held or is to be held.,text,Self-evident,Easy
student_club,event,status,The status of the event, indicating if it is in planning, opened, or closed.,text,Context-Aided,Medium
student_club,expense,expense_id,Unique identifier for each expense.,text,Self-evident,Easy
student_club,expense,expense_description,A textual description of the expense items or services for which the money was spent.,text,Self-evident,Easy
student_club,expense,expense_date,The date the expense was incurred.,text,Self-evident,Easy
student_club,expense,cost,The dollar amount spent on an expense.,real,Self-evident,Easy
student_club,expense,approved,A true or false value indicating if the expense was approved.,text,Context-Aided,Medium
student_club,expense,link_to_member,The member who incurred the expense.,text,Context-Aided,Medium
student_club,expense,link_to_budget,The unique identifier of the budget record associated with the expense.,text,Self-evident,Easy
student_club,major,major_id,A unique identifier for each major.,text,Self-evident,Easy
student_club,major,major_name,The name of the major.,text,Self-evident,Easy
student_club,major,department,The name of the department that offers the major.,text,Self-evident,Easy
student_club,major,college,The name of the college that houses the department offering the major.,text,Self-evident,Easy
student_club,member,member_id,Unique identifier for each member.,text,Self-evident,Easy
student_club,member,first_name,The member's first name.,text,Self-evident,Easy
student_club,member,last_name,The last name of the member.,text,Self-evident,Easy
student_club,member,email,The email address of the member.,text,Self-evident,Easy
student_club,member,position,The role or title the member holds within the club.,text,Self-evident,Easy
student_club,member,t_shirt_size,The size of the t-shirt that the member prefers.,text,Self-evident,Easy
student_club,member,phone,The primary phone number to contact the member.,text,Self-evident,Easy
student_club,member,zip,The zip code of the member's hometown.,integer,Self-evident,Easy
student_club,member,link_to_major,The unique identifier for the major associated with the member. References the Major table.,text,Self-evident,Easy
student_club,zip_code,zip_code,The ZIP code itself. A five-digit number identifying a US post office or delivery area.,integer,Self-evident,Easy
student_club,zip_code,type,The classification of the ZIP code, such as Standard, PO Box, or Unique.,text,Self-evident,Easy
student_club,zip_code,city,The city to which the ZIP code pertains.,text,Self-evident,Easy
student_club,zip_code,county,The county to which the ZIP pertains.,text,Self-evident,Easy
student_club,zip_code,state,The name of the state to which the ZIP pertains.,text,Self-evident,Easy
student_club,zip_code,short_state,The standard two-letter abbreviation of the state.,text,Context-Aided,Medium
superhero,gender,id,Unique identifier for the gender.,integer,Self-evident,Easy
superhero,gender,gender,The name of the gender of the superhero.,text,Self-evident,Easy
superhero,superpower,id,This is the unique identifier for each superpower.,integer,Self-evident,Easy
superhero,superpower,power_name,The name of the superpower.,text,Self-evident,Easy
superhero,publisher,id,The unique identifier of the publisher.,integer,Self-evident,Easy
superhero,publisher,publisher_name,The name of the publisher.,text,Self-evident,Easy
superhero,superhero,id,This is the unique identifier for each superhero.,integer,Self-evident,Easy
superhero,superhero,superhero_name,The name of the superhero.,text,Self-evident,Easy
superhero,superhero,full_name,The full name of the superhero.,text,Self-evident,Easy
superhero,superhero,gender_id,The identifier for the gender of the superhero.,integer,Self-evident,Easy
superhero,superhero,eye_colour_id,The identifier for the superhero's eye color.,integer,Self-evident,Easy
superhero,superhero,hair_colour_id,The identifier for the superhero's hair color.,integer,Self-evident,Easy
superhero,superhero,skin_colour_id,The ID of the superhero's skin color.,integer,Self-evident,Easy
superhero,superhero,race_id,The identifier for the superhero's race.,integer,Self-evident,Easy
superhero,superhero,publisher_id,The identifier for the publisher associated with the superhero.,integer,Self-evident,Easy
superhero,superhero,alignment_id,The id of the superhero's alignment. This references the id in the alignment table.,integer,Self-evident,Easy
superhero,superhero,height_cm,The height of the superhero in centimeters.,integer,Self-evident,Easy
superhero,superhero,weight_kg,The weight of the superhero in kilograms.,integer,Self-evident,Easy
superhero,colour,id,Unique identifier for each color.,integer,Self-evident,Easy
superhero,colour,colour,The name of the colour.,text,Self-evident,Easy
superhero,attribute,id,The unique identifier of the attribute.,integer,Self-evident,Easy
superhero,attribute,attribute_name,The name of the attribute.,text,Self-evident,Easy
superhero,hero_power,hero_id,The ID of the superhero associated with the superpower.,integer,Self-evident,Easy
superhero,hero_power,power_id,The ID of the superpower. Maps to superpower(id).,integer,Self-evident,Easy
superhero,race,id,The unique identifier for each race.,integer,Self-evident,Easy
superhero,race,race,The name of the superhero's race.,text,Self-evident,Easy
superhero,alignment,id,Unique identifier for the alignment.,integer,Self-evident,Easy
superhero,alignment,alignment,The alignment of the superhero (Good/Bad).,text,Context-Aided,Medium
superhero,hero_attribute,hero_id,The ID of the superhero that has the attribute.,,Self-evident,Easy
superhero,hero_attribute,attribute_id,The id of the attribute. Maps to attribute(id).,,Self-evident,Easy
superhero,hero_attribute,attribute_value,The value representing the magnitude of a specific attribute for a superhero.,,Self-evident,Easy
codebase_community,postLinks,Id,This is the unique identifier for each post link.,integer,Self-evident,Easy
codebase_community,postLinks,CreationDate,The creation date of the post link.,datetime,Self-evident,Easy
codebase_community,postLinks,PostId,The ID of the post associated with the link.,integer,Self-evident,Easy
codebase_community,postLinks,RelatedPostId,The ID of the post that is related to the current post.,integer,Self-evident,Easy
codebase_community,postLinks,LinkTypeId,The identifier for the type of link between posts.,integer,Self-evident,Easy
codebase_community,postHistory,Id,The unique identifier for each post history entry.,integer,Self-evident,Easy
codebase_community,postHistory,PostHistoryTypeId,The identifier for the type of post history event.,integer,Self-evident,Easy
codebase_community,postHistory,PostId,The unique identifier of the post associated with the post history entry.,integer,Self-evident,Easy
codebase_community,postHistory,RevisionGUID,The revision globally unique identifier of the post.,integer,Ambiguity-Prone,Hard
codebase_community,postHistory,CreationDate,The date and time when the post history record was created.,datetime,Self-evident,Easy
codebase_community,postHistory,UserId,The ID of the user who made the post history entry.,integer,Self-evident,Easy
codebase_community,postHistory,Text,The content of the post at the time of the revision.,text,Ambiguity-Prone,Hard
codebase_community,postHistory,Comment,Additional comments or notes related to the post history.,text,Context-Aided,Medium
codebase_community,postHistory,UserDisplayName,The display name of the user who made the post history entry.,text,Self-evident,Easy
codebase_community,badges,Id,This is the unique identifier for each badge.,integer,Self-evident,Easy
codebase_community,badges,UserId,The unique identifier of the user who received the badge.,integer,Self-evident,Easy
codebase_community,badges,Name,The name of the badge the user obtained.,text,Self-evident,Easy
codebase_community,badges,Date,The date that the user obtained the badge.,datetime,Self-evident,Easy
codebase_community,posts,Id,This is the unique identifier for each post.,integer,Self-evident,Easy
codebase_community,posts,PostTypeId,The identifier for the type of post.,integer,Self-evident,Easy
codebase_community,posts,AcceptedAnswerId,The accepted answer id of the post.,integer,Self-evident,Easy
codebase_community,posts,CreaionDate,The creation date of the post.,datetime,Self-evident,Easy
codebase_community,posts,Score,The score of the post.,integer,Self-evident,Easy
codebase_community,posts,ViewCount,The number of times the post has been viewed.,integer,Self-evident,Easy
codebase_community,posts,Body,The body of the post.,text,Self-evident,Easy
codebase_community,posts,OwnerUserId,The ID of the user who owns the post.,integer,Self-evident,Easy
codebase_community,posts,LasActivityDate,The last recorded activity date for the post.,datetime,Ambiguity-Prone,Hard
codebase_community,posts,Title,The title of the post.,text,Self-evident,Easy
codebase_community,posts,Tags,The tags associated with the post.,text,Context-Aided,Medium
codebase_community,posts,AnswerCount,The total number of answers for the post.,integer,Self-evident,Easy
codebase_community,posts,CommentCount,The total number of comments associated with the post.,integer,Self-evident,Easy
codebase_community,posts,FavoriteCount,The total number of times the post has been marked as a favorite by users.,integer,Self-evident,Easy
codebase_community,posts,LastEditorUserId,The ID of the last user who edited the post.,integer,Self-evident,Easy
codebase_community,posts,LastEditDate,The date and time when the post was last edited.,datetime,Self-evident,Easy
codebase_community,posts,CommunityOwnedDate,The date when the post was marked as community-owned.,datetime,Self-evident,Easy
codebase_community,posts,ParentId,The ID of the parent post, indicating a hierarchical relationship between posts.,integer,Self-evident,Easy
codebase_community,posts,ClosedDate,The date when the post was closed.,data_format,Self-evident,Easy
codebase_community,posts,OwnerDisplayName,The display name of the post owner.,text,Self-evident,Easy
codebase_community,posts,LastEditorDisplayName,The display name of the last editor of the post.,text,Self-evident,Easy
codebase_community,users,Id,This is the unique identifier for each user.,integer,Self-evident,Easy
codebase_community,users,Reputation,The user's reputation score.,integer,Ambiguity-Prone,Hard
codebase_community,users,CreationDate,The date and time when the user account was created.,datetime,Self-evident,Easy
codebase_community,users,DisplayName,The display name chosen by the user.,text,Self-evident,Easy
codebase_community,users,LastAccessDate,The last access date of the user.,datetime,Self-evident,Easy
codebase_community,users,WebsiteUrl,The website URL of the user.,text,Self-evident,Easy
codebase_community,users,Location,The user's location.,text,Self-evident,Easy
codebase_community,users,AboutMe,Self-introduction of the user.,text,Self-evident,Easy
codebase_community,users,Views,The number of times the user's profile has been viewed.,integer,Ambiguity-Prone,Hard
codebase_community,users,UpVotes,The number of upvotes received by the user.,integer,Context-Aided,Medium
codebase_community,users,DownVotes,The number of downvotes received by the user.,integer,Context-Aided,Medium
codebase_community,users,AccountId,The unique identifier for the user's account.,integer,Self-evident,Easy
codebase_community,users,Age,The age of the user.,integer,Self-evident,Easy
codebase_community,users,ProfileImageUrl,URL of the user's profile image.,text,Self-evident,Easy
codebase_community,tags,Id,Unique identifier for each tag.,integer,Self-evident,Easy
codebase_community,tags,TagName,The name of the tag.,text,Self-evident,Easy
codebase_community,tags,Count,The number of posts that contain this tag.,integer,Self-evident,Easy
codebase_community,tags,ExcerptPostId,The ID of the post containing the excerpt for the tag.,integer,Self-evident,Easy
codebase_community,tags,WikiPostId,The ID of the wiki post associated with the tag.,text,Self-evident,Easy
codebase_community,votes,Id,The unique identifier for each vote.,integer,Self-evident,Easy
codebase_community,votes,PostId,The identifier of the post that received the vote.,integer,Self-evident,Easy
codebase_community,votes,VoteTypeId,The identifier for the type of vote.,integer,Self-evident,Easy
codebase_community,votes,CreationDate,The date when the vote was created.,datetime,Self-evident,Easy
codebase_community,votes,UserId,The ID of the user who cast the vote.,integer,Self-evident,Easy
codebase_community,votes,BountyAmount,The amount of bounty associated with a vote.,integer,Self-evident,Easy
codebase_community,comments,Id,This is the unique identifier for each comment.,integer,Self-evident,Easy
codebase_community,comments,PostId,The unique identifier of the post associated with the comment.,integer,Self-evident,Easy
codebase_community,comments,Score,The rating score of the comment.,integer,Self-evident,Easy
codebase_community,comments,Text,The detailed content of the comment.,text,Self-evident,Easy
codebase_community,comments,CreationDate,The date and time when the comment was created.,datetime,Self-evident,Easy
codebase_community,comments,UserId,The ID of the user who posted the comment.,integer,Self-evident,Easy
codebase_community,comments,UserDisplayName,The display name of the user who made the comment.,text,Self-evident,Easy
