,database_name,table_name,original_column_name,column_name,column_description,data_format,value_description
581,thrombosis_prediction,Laboratory.csv,ALB,albumin,albumin,real,"Commonsense evidence:

Normal range: 3.5 < N < 5.5"
582,thrombosis_prediction,Laboratory.csv,UA,uric acid,uric acid,real,"Commonsense evidence:

Normal range: N > 8.0 (Male)N > 6.5 (Female)"
583,thrombosis_prediction,Laboratory.csv,UN,urea nitrogen,urea nitrogen,integer,"Commonsense evidence:

Normal range: N < 30"
584,thrombosis_prediction,Laboratory.csv,CRE,creatinine,creatinine,real,"Commonsense evidence:

Normal range: N < 1.5"
585,thrombosis_prediction,Laboratory.csv,T-BIL,total bilirubin,total bilirubin,real,"Commonsense evidence:

Normal range: N < 2.0"
586,thrombosis_prediction,Laboratory.csv,T-CHO,total cholesterol,total cholesterol,integer,"Commonsense evidence:
Normal range: N < 250"
587,thrombosis_prediction,Laboratory.csv,TG,triglyceride,triglyceride,integer,"Commonsense evidence:

Normal range: N < 200"
588,thrombosis_prediction,Laboratory.csv,CPK,creatinine phosphokinase,creatinine phosphokinase,integer,"Commonsense evidence:
Normal range: N < 250"
589,thrombosis_prediction,Laboratory.csv,GLU,blood glucose,blood glucose,integer,"Commonsense evidence:
Normal range: N < 180"
590,thrombosis_prediction,Laboratory.csv,WBC,White blood cell,White blood cell,real,"Commonsense evidence:
Normal range: 3.5 < N < 9.0"
591,thrombosis_prediction,Laboratory.csv,RBC,Red blood cell,Red blood cell,real,"Commonsense evidence:

Normal range: 3.5 < N < 6.0"
592,thrombosis_prediction,Laboratory.csv,HGB,Hemoglobin,Hemoglobin,real,"Commonsense evidence:

Normal range: 10 < N < 17"
593,thrombosis_prediction,Laboratory.csv,HCT,Hematoclit,Hematoclit,real,"Commonsense evidence:
Normal range: 29 < N < 52"
594,thrombosis_prediction,Laboratory.csv,PLT,platelet,platelet,integer,"Commonsense evidence:

Normal range: 100 < N < 400"
595,thrombosis_prediction,Laboratory.csv,PT,prothrombin time,prothrombin time,real,"Commonsense evidence:

Normal range: N < 14"
596,thrombosis_prediction,Laboratory.csv,APTT,activated partial prothrombin time,activated partial prothrombin time,integer,"Commonsense evidence:

Normal range: N < 45"
597,thrombosis_prediction,Laboratory.csv,FG,fibrinogen,fibrinogen,real,"Commonsense evidence:

Normal range: 150 < N < 450"
598,thrombosis_prediction,Laboratory.csv,PIC,,,,
599,thrombosis_prediction,Laboratory.csv,TAT,,,,
600,thrombosis_prediction,Laboratory.csv,TAT2,,,,
601,thrombosis_prediction,Laboratory.csv,U-PRO,proteinuria,proteinuria,text,"Commonsense evidence:

Normal range: 0 < N < 30"
602,thrombosis_prediction,Laboratory.csv,IGG,Ig G,Ig G,integer,"Commonsense evidence:

Normal range: 900 < N < 2000"
603,thrombosis_prediction,Laboratory.csv,IGA,Ig A,Ig A,integer,"Commonsense evidence:

Normal range: 80 < N < 500"
604,thrombosis_prediction,Laboratory.csv,IGM,Ig M,Ig M,integer,"Commonsense evidence:

Normal range: 40 < N < 400"
605,thrombosis_prediction,Laboratory.csv,CRP,C-reactive protein,C-reactive protein,text,"Commonsense evidence:

Normal range: N= -, +-, or N < 1.0"
606,thrombosis_prediction,Laboratory.csv,RA,Rhuematoid Factor,Rhuematoid Factor,text,"Commonsense evidence:

Normal range: N= -, +-"
607,thrombosis_prediction,Laboratory.csv,RF,RAHA,RAHA,text,"Commonsense evidence:

Normal range: N < 20"
608,thrombosis_prediction,Laboratory.csv,C3,complement 3,complement 3,integer,"Commonsense evidence:

Normal range: N > 35"
609,thrombosis_prediction,Laboratory.csv,C4,complement 4,complement 4,integer,"Commonsense evidence:

Normal range: N > 10"
610,thrombosis_prediction,Laboratory.csv,RNP,anti-ribonuclear protein,anti-ribonuclear protein,text,"Commonsense evidence:

Normal range: N= -, +-"
611,thrombosis_prediction,Laboratory.csv,SM,anti-SM,anti-SM,text,"Commonsense evidence:

Normal range: N= -, +-"
612,thrombosis_prediction,Laboratory.csv,SC170,anti-scl70,anti-scl70,text,"Commonsense evidence:

Normal range: N= -, +-"
613,thrombosis_prediction,Laboratory.csv,SSA,anti-SSA,anti-SSA,text,"Commonsense evidence:

Normal range: N= -, +-"
614,thrombosis_prediction,Laboratory.csv,SSB,anti-SSB,anti-SSB,text,"Commonsense evidence:

Normal range: N= -, +-"
615,thrombosis_prediction,Laboratory.csv,CENTROMEA,anti-centromere,anti-centromere,text,"Commonsense evidence:

Normal range: N= -, +-"
616,thrombosis_prediction,Laboratory.csv,DNA,anti-DNA,anti-DNA,text,"Commonsense evidence:

Normal range: N < 8"
617,thrombosis_prediction,Laboratory.csv,DNA-II,anti-DNA,anti-DNA,integer,"Commonsense evidence:

Normal range: N < 8"
618,thrombosis_prediction,Patient.csv,ID,,identification of the patient,integer,
619,thrombosis_prediction,Patient.csv,SEX,,Sex,text,F: female; M: male
620,thrombosis_prediction,Patient.csv,Birthday,,Birthday,date,
621,thrombosis_prediction,Patient.csv,Description,,the first date when a patient data was recorded,date,null or empty: not recorded
622,thrombosis_prediction,Patient.csv,First Date,,the date when a patient came to the hospital,date,
623,thrombosis_prediction,Patient.csv,Admission,,patient was admitted to the hospital (+) or followed at the outpatient clinic (-),text,patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
624,thrombosis_prediction,Patient.csv,Diagnosis,,disease names,text,
625,thrombosis_prediction,Examination.csv,ID,,identification of the patient,integer,
626,thrombosis_prediction,Examination.csv,Examination Date,,Examination Date,date ,
627,thrombosis_prediction,Examination.csv,aCL IgG,anti-Cardiolipin antibody (IgG) ,anti-Cardiolipin antibody (IgG) concentration,real,
628,thrombosis_prediction,Examination.csv,aCL IgM,anti-Cardiolipin antibody (IgM) ,anti-Cardiolipin antibody (IgM) concentration,real,
629,thrombosis_prediction,Examination.csv,ANA,anti-nucleus antibody ,anti-nucleus antibody concentration,integer,
630,thrombosis_prediction,Examination.csv,ANA Pattern,pattern observed in the sheet of ANA examination,pattern observed in the sheet of ANA examination,text,
631,thrombosis_prediction,Examination.csv,aCL IgA,anti-Cardiolipin antibody (IgA) concentration,anti-Cardiolipin antibody (IgA) concentration,integer,
632,thrombosis_prediction,Examination.csv,Diagnosis,,disease names,text,
633,thrombosis_prediction,Examination.csv,KCT,measure of degree of coagulation,measure of degree of coagulation,text,"+: positive

-: negative"
634,thrombosis_prediction,Examination.csv,RVVT,measure of degree of coagulation,measure of degree of coagulation,text,"+: positive

-: negative"
635,thrombosis_prediction,Examination.csv,LAC,measure of degree of coagulation,measure of degree of coagulation,text,"+: positive

-: negative"
636,thrombosis_prediction,Examination.csv,Symptoms,,other symptoms observed,text,
637,thrombosis_prediction,Examination.csv,Thrombosis,,degree of thrombosis,integer,"0: negative (no thrombosis)
1: positive (the most severe one)
2: positive (severe)3: positive (mild)"
638,toxicology,bond.csv,bond_id,,unique id representing bonds,text,"TRxxx_A1_A2:
TRXXX refers to which molecule
A1 and A2 refers to which atom"
639,toxicology,bond.csv,molecule_id,,identifying the molecule in which the bond appears,text,
640,toxicology,bond.csv,bond_type,,type of the bond,text,"commonsense evidence:
-: single bond
'=': double bond
'#': triple bond"
641,toxicology,molecule.csv,molecule_id,molecule id,unique id of molecule,text,"""+"" --> this molecule / compound is carcinogenic
'-' this molecule is not / compound carcinogenic"
642,toxicology,molecule.csv,label,,whether this molecule is carcinogenic or not,text,
643,toxicology,atom.csv,atom_id,atom id,the unique id of atoms,text,
644,toxicology,atom.csv,molecule_id,molecule id,identifying the molecule to which the atom belongs,text,"commonsense evidence:
TRXXX_i represents ith atom of molecule TRXXX"
645,toxicology,atom.csv,element,,the element of the toxicology ,text," cl: chlorine
 c: carbon
 h: hydrogen
 o: oxygen
 s: sulfur
 n: nitrogen
 p: phosphorus
 na: sodium
 br: bromine
 f: fluorine
 i: iodine
 sn: Tin
 pb: lead
 te: tellurium
 ca: Calcium"
646,toxicology,connected.csv,atom_id,atom id,id of the first atom,text,
647,toxicology,connected.csv,atom_id2,atom id 2,id of the second atom,text,
648,toxicology,connected.csv,bond_id,bond id,bond id representing bond between two atoms,text,
649,student_club,Income.csv,income_id,income id,A unique identifier for each record of income,text,
650,student_club,Income.csv,date_received,date received,the date that the fund received,text,
651,student_club,Income.csv,amount,,amount of funds,integer,the unit is dollar
652,student_club,Income.csv,source,,"A value indicating where the funds come from such as dues, or the annual university allocation",text,
653,student_club,Income.csv,notes,,A free-text value giving any needed details about the receipt of funds,text,
654,student_club,Income.csv,link_to_member,link to member,link to member,text,
655,student_club,Budget.csv,budget_id,budget id,A unique identifier for the budget entry,text,
656,student_club,Budget.csv,category,,"The area for which the amount is budgeted, such as, advertisement, food, parking",text,
657,student_club,Budget.csv,spent,,The total amount spent in the budgeted category for an event.,real,the unit is dollar. This is summarized from the Expense table
658,student_club,Budget.csv,remaining,,A value calculated as the amount budgeted minus the amount spent,real,"the unit is dollar 
commonsense evidence: If the remaining < 0, it means that the cost has exceeded the budget."
659,student_club,Budget.csv,amount,,The amount budgeted for the specified category and event,integer,"the unit is dollar 
commonsense evidence:
some computation like: amount = spent + remaining "
660,student_club,Budget.csv,event_status,event status,the status of the event,text,"Closed / Open/ Planning 
commonsense evidence: 
 Closed: It means that the event is closed. The spent and the remaining won't change anymore.
 Open: It means that the event is already opened. The spent and the remaining will change with new expenses.
 Planning: The event is not started yet but is planning. The spent and the remaining won't change at this stage. "
661,student_club,Budget.csv,link_to_event,link to event,The unique identifier of the event to which the budget line applies.,text,References the Event table
662,student_club,Zip_Code.csv,zip_code,zip code,The ZIP code itself. A five-digit number identifying a US post office.,integer,
663,student_club,Zip_Code.csv,type,,The kind of ZIP code,text,"commonsense evidence: 
� Standard: the normal codes with which most people are familiar 
� PO Box: zip codes have post office boxes 
� Unique: zip codes that are assigned to individual organizations."
664,student_club,Zip_Code.csv,city,,The city to which the ZIP pertains,text,
665,student_club,Zip_Code.csv,county,,The county to which the ZIP pertains,text,
666,student_club,Zip_Code.csv,state,,The name of the state to which the ZIP pertains,text,
667,student_club,Zip_Code.csv,short_state,short state,The abbreviation of the state to which the ZIP pertains,text,
668,student_club,Expense.csv,expense_id,expense id,unique id of income,text,
669,student_club,Expense.csv,expense_description,expense description,A textual description of what the money was spend for,text,
670,student_club,Expense.csv,expense_date,expense date,The date the expense was incurred,text,e.g. YYYY-MM-DD
671,student_club,Expense.csv,cost,,The dollar amount of the expense,real,the unit is dollar
672,student_club,Expense.csv,approved,,A true or false value indicating if the expense was approved,text,true/ false
673,student_club,Expense.csv,link_to_member,link to member,The member who incurred the expense,text,
674,student_club,Expense.csv,link_to_budget,link to budget,The unique identifier of the record in the Budget table that indicates the expected total expenditure for a given category and event. ,text,References the Budget table
675,student_club,Member.csv,member_id,member id,unique id of member,text,
676,student_club,Member.csv,first_name,first name,member's first name,text,
677,student_club,Member.csv,last_name,last name,member's last name,text,"commonsense evidence: 
full name is first_name + last_name. e.g. A member's first name is Angela and last name is Sanders. Thus, his/her full name is Angela Sanders."
678,student_club,Member.csv,email,,member's email,text,
679,student_club,Member.csv,position,,The position the member holds in the club,text,
680,student_club,Member.csv,t_shirt_size,,The size of tee shirt that member wants when shirts are ordered,text,commonsense evidence: usually the student ordered t-shirt with lager size has bigger body shape 
681,student_club,Member.csv,phone,,The best telephone at which to contact the member,text,
682,student_club,Member.csv,zip,,the zip code of the member's hometown,integer,
683,student_club,Member.csv,link_to_major,link to major,The unique identifier of the major of the member. References the Major table,text,
684,student_club,Attendance.csv,link_to_event,link to event,The unique identifier of the event which was attended,text,References the Event table
685,student_club,Attendance.csv,link_to_member,link to member,The unique identifier of the member who attended the event,text,References the Member table
686,student_club,Event.csv,event_id,event id,A unique identifier for the event,text,
687,student_club,Event.csv,event_name,event name,event name,text,
688,student_club,Event.csv,event_date,event date,The date the event took place or is scheduled to take place,text,e.g. 2020-03-10T12:00:00
689,student_club,Event.csv,type,,"The kind of event, such as game, social, election",text,
690,student_club,Event.csv,notes,,A free text field for any notes about the event,text,
691,student_club,Event.csv,location,,Address where the event was held or is to be held or the name of such a location,text,
692,student_club,Event.csv,status,,"One of three values indicating if the event is in planning, is opened, or is closed",text,Open/ Closed/ Planning
693,student_club,Major.csv,major_id,major id,A unique identifier for each major,text,
694,student_club,Major.csv,major_name,major name,major name,text,
695,student_club,Major.csv,department,,The name of the department that offers the major,text,
696,student_club,Major.csv,college,,The name college that houses the department that offers the major,text,
697,superhero,gender.csv,id,,the unique identifier of the gender,integer,
698,superhero,gender.csv,gender,,the gender of the superhero,text,
699,superhero,superpower.csv,id,,the unique identifier of the superpower,integer,
700,superhero,superpower.csv,power_name,power name,the superpower name,text,
701,superhero,publisher.csv,id,,the unique identifier of the publisher,integer,
702,superhero,publisher.csv,publisher_name,,the name of the publisher,text,
703,superhero,superhero.csv,id,,the unique identifier of the superhero,integer,
704,superhero,superhero.csv,superhero_name,superhero name,the name of the superhero,text,
705,superhero,superhero.csv,full_name,full name,the full name of the superhero,text,"commonsense evidence:
The full name of a person typically consists of their given name, also known as their first name or personal name, and their surname, also known as their last name or family name. For example, if someone's given name is ""John"" and their surname is ""Smith,"" their full name would be ""John Smith."""
706,superhero,superhero.csv,gender_id,gender id,the id of the superhero's gender,integer,
707,superhero,superhero.csv,eye_colour_id,eye colour id,the id of the superhero's eye color,integer,
708,superhero,superhero.csv,hair_colour_id,hair colour id,the id of the superhero's hair color,integer,
709,superhero,superhero.csv,skin_colour_id,skin colour id,the id of the superhero's skin color,integer,
710,superhero,superhero.csv,race_id,race id,the id of the superhero's race,integer,
711,superhero,superhero.csv,publisher_id,publisher id,the id of the publisher,integer,
712,superhero,superhero.csv,alignment_id,alignment id,the id of the superhero's alignment,integer,
713,superhero,superhero.csv,height_cm,height cm,the height of the superhero,integer,"commonsense evidence:
The unit of height is centimeter. If the height_cm is NULL or 0, it means the height of the superhero is missing. "
714,superhero,superhero.csv,weight_kg,weight kg,the weight of the superhero,integer,"commonsense evidence:
The unit of weight is kilogram. If the weight_kg is NULL or 0, it means the weight of the superhero is missing."
715,superhero,colour.csv,id,,the unique identifier of the color,integer,
716,superhero,colour.csv,colour,,the color of the superhero's skin/eye/hair/etc,text,
717,superhero,attribute.csv,id,,the unique identifier of the attribute,integer,
718,superhero,attribute.csv,attribute_name,attribute name,the attribute,text,"commonsense evidence:
A superhero's attribute is a characteristic or quality that defines who they are and what they are capable of. This could be a physical trait, such as superhuman strength or the ability to fly, or a personal trait, such as extraordinary intelligence or exceptional bravery. "
719,superhero,hero_power.csv,hero_id,hero id,"the id of the hero
Maps to superhero(id)",integer,
720,superhero,hero_power.csv,power_id,power id,"the id of the power
Maps to superpower(id)",integer,"commonsense evidence:
In general, a superhero's attributes provide the foundation for their abilities and help to define who they are, while their powers are the specific abilities that they use to fight crime and protect others."
721,superhero,race.csv,id,,the unique identifier of the race,integer,
722,superhero,race.csv,race,,the race of the superhero,text,"commonsense evidence:
In the context of superheroes, a superhero's race would refer to the particular group of people that the superhero belongs to base on these physical characteristics"
723,superhero,alignment.csv,id,,the unique identifier of the alignment,integer,
724,superhero,alignment.csv,alignment,,the alignment of the superhero,text,"commonsense evidence:
Alignment refers to a character's moral and ethical stance and can be used to describe the overall attitude or behavior of a superhero. Some common alignments for superheroes include:
Good: These superheroes are typically kind, selfless, and dedicated to protecting others and upholding justice. Examples of good alignments include Superman, Wonder Woman, and Spider-Man.
Neutral: These superheroes may not always prioritize the greater good, but they are not necessarily evil either. They may act in their own self-interest or make decisions based on their own moral code. Examples of neutral alignments include the Hulk and Deadpool.
	Bad: These superheroes are typically selfish, manipulative, and willing to harm others in pursuit of their own goals. Examples of evil alignments include Lex Luthor and the Joker."
725,superhero,hero_attribute.csv,hero_id,hero id,"the id of the hero
Maps to superhero(id)",,
726,superhero,hero_attribute.csv,attribute_id,attribute id,"the id of the attribute
Maps to attribute(id)",,
727,superhero,hero_attribute.csv,attribute_value,attribute value,the attribute value,,"commonsense evidence:
If a superhero has a higher attribute value on a particular attribute, it means that they are more skilled or powerful in that area compared to other superheroes. For example, if a superhero has a higher attribute value for strength, they may be able to lift heavier objects or deliver more powerful punches than other superheroes."
728,codebase_community,postLinks.csv,Id,,the post link id,integer,
729,codebase_community,postLinks.csv,CreationDate,Creation Date,the creation date of the post link,datetime,
730,codebase_community,postLinks.csv,PostId,Post Id,the post id,integer,
731,codebase_community,postLinks.csv,RelatedPostId,Related Post Id,the id of the related post,integer,
732,codebase_community,postLinks.csv,LinkTypeId,Link Type Id,the id of the link type,integer,
733,codebase_community,postHistory.csv,Id,,the post history id,integer,
734,codebase_community,postHistory.csv,PostHistoryTypeId,Post History Type Id,the id of the post history type,integer,
735,codebase_community,postHistory.csv,PostId,Post Id,the unique id of the post,integer,
736,codebase_community,postHistory.csv,RevisionGUID,Revision GUID,the revision globally unique id of the post,integer,
737,codebase_community,postHistory.csv,CreationDate,Creation Date,the creation date of the post,datetime,
738,codebase_community,postHistory.csv,UserId,User Id,the user who post the post,integer,
739,codebase_community,postHistory.csv,Text,,the detailed content of the post,text,
740,codebase_community,postHistory.csv,Comment,,comments of the post,text,
741,codebase_community,postHistory.csv,UserDisplayName,User Display Name,user's display name,text,
742,codebase_community,badges.csv,Id,,the badge id,integer,
743,codebase_community,badges.csv,UserId,User Id,the unique id of the user,integer,
744,codebase_community,badges.csv,Name,,the badge name the user obtained,text,
745,codebase_community,badges.csv,Date,,the date that the user obtained the badge,datetime,
746,codebase_community,posts.csv,Id,,the post id,integer,
747,codebase_community,posts.csv,PostTypeId,Post Type Id,the id of the post type,integer,
748,codebase_community,posts.csv,AcceptedAnswerId,Accepted Answer Id,the accepted answer id of the post ,integer,
749,codebase_community,posts.csv,CreaionDate,Creation Date,the creation date of the post,datetime,
750,codebase_community,posts.csv,Score,,the score of the post,integer,
751,codebase_community,posts.csv,ViewCount,View Count,the view count of the post,integer,"commonsense evidence:
Higher view count means the post has higher popularity"
752,codebase_community,posts.csv,Body,,the body of the post,text,
753,codebase_community,posts.csv,OwnerUserId,Owner User Id,the id of the owner user,integer,
754,codebase_community,posts.csv,LasActivityDate,Last Activity Date,the last activity date,datetime,
755,codebase_community,posts.csv,Title,,the title of the post,text,
756,codebase_community,posts.csv,Tags,,the tag of the post,text,
757,codebase_community,posts.csv,AnswerCount,Answer Count,the total number of answers of the post,integer,
758,codebase_community,posts.csv,CommentCount,Comment Count,the total number of comments of the post,integer,
759,codebase_community,posts.csv,FavoriteCount,Favorite Count,the total number of favorites of the post,integer,"commonsense evidence:
more favorite count refers to more valuable posts. "
760,codebase_community,posts.csv,LastEditorUserId,Last Editor User Id,the id of the last editor,integer,
761,codebase_community,posts.csv,LastEditDate,Last Edit Date,the last edit date,datetime,
762,codebase_community,posts.csv,CommunityOwnedDate,Community Owned Date,the community owned date,datetime,
763,codebase_community,posts.csv,ParentId,ParentId,the id of the parent post,integer,"commonsense evidence:
If the parent id is null, the post is the root post. Otherwise, the post is the child post of other post. "
764,codebase_community,posts.csv,ClosedDate,Closed Date,the closed date of the post,data_format,"commonsense evidence:
if ClosedDate is null or empty, it means this post is not well-finished
if CloseDate is not null or empty, it means this post has well-finished."
765,codebase_community,posts.csv,OwnerDisplayName,Owner Display Name,the display name of the post owner,text,
766,codebase_community,posts.csv,LastEditorDisplayName,Last Editor Display Name,the display name of the last editor,text,
767,codebase_community,users.csv,Id,,the user id,integer,
768,codebase_community,users.csv,Reputation,,the user's reputation,integer,"commonsense evidence:
The user with higher reputation has more influence. "
769,codebase_community,users.csv,CreationDate,Creation Date,the creation date of the user account,datetime,
770,codebase_community,users.csv,DisplayName,Display Name,the user's display name,text,
771,codebase_community,users.csv,LastAccessDate,Last Access Date,the last access date of the user account,datetime,
772,codebase_community,users.csv,WebsiteUrl,Website Url,the website url of the user account,text,
773,codebase_community,users.csv,Location,,user's location,text,
774,codebase_community,users.csv,AboutMe,About Me,the self introduction of the user,text,
775,codebase_community,users.csv,Views,,the number of views ,integer,
776,codebase_community,users.csv,UpVotes,,the number of upvotes,integer,
777,codebase_community,users.csv,DownVotes,,the number of downvotes,integer,
778,codebase_community,users.csv,AccountId,Account Id,the unique id of the account,integer,
779,codebase_community,users.csv,Age,,user's age,integer," teenager: 13-18
 adult: 19-65
 elder: > 65"
780,codebase_community,users.csv,ProfileImageUrl,Profile Image Url,the profile image url,text,
781,codebase_community,tags.csv,Id,,the tag id,integer,
782,codebase_community,tags.csv,TagName,Tag Name,the name of the tag,text,
783,codebase_community,tags.csv,Count,,the count of posts that contain this tag,integer,more counts --> this tag is more popular
784,codebase_community,tags.csv,ExcerptPostId,Excerpt Post Id,the excerpt post id of the tag,integer,
785,codebase_community,tags.csv,WikiPostId,Wiki Post Id,the wiki post id of the tag,text,
786,codebase_community,votes.csv,Id,,the vote id,integer,
787,codebase_community,votes.csv,PostId,Post Id,the id of the post that is voted,integer,
788,codebase_community,votes.csv,VoteTypeId,Vote Type Id,the id of the vote type,integer,
789,codebase_community,votes.csv,CreationDate,Creation Date,the creation date of the vote,datetime,
790,codebase_community,votes.csv,UserId,User Id,the id of the voter,integer,
791,codebase_community,votes.csv,BountyAmount,Bounty Amount,the amount of bounty,integer,
792,codebase_community,comments.csv,Id,,the comment Id,integer,
793,codebase_community,comments.csv,PostId,Post Id,the unique id of the post,integer,
794,codebase_community,comments.csv,Score,,rating score,integer,"commonsense evidence:
The score is from 0 to 100. The score more than 60 refers that the comment is a positive comment. The score less than 60 refers that the comment is a negative comment. "
795,codebase_community,comments.csv,Text,,the detailed content of the comment,text,
796,codebase_community,comments.csv,CreationDate,Creation Date,the creation date of the comment,datetime,
797,codebase_community,comments.csv,UserId,User Id,the id of the user who post the comment,integer,
798,codebase_community,comments.csv,UserDisplayName,User Display Name,user's display name,text,
